"SUB_TYPE","EVENT_MONTH","AMPLIFIED_SOUND_DISTRICT","EVENT_YEAR","CAPACITY","DECIBEL_LEVEL","END_HOURS_CONC_POUR_MON_SAT","END_HOURS_NEAR_HOME_FRI_SAT","END_HOURS_NEAR_HOME_SUN_THUR","END_HOURS_NOT_NEAR_HOME","EXISTING_ZONING","EXPIRATION_DATE","IN_DATE","ISSUE_DATE","ISSUED_BY","OMV_FRI_END_TIME","OMV_FRI_START_TIME","OMV_MON_END_TIME","OMV_MON_START_TIME","OMV_SAT_END_TIME","OMV_SAT_START_TIME","OMV_SUN_END_TIME","OMV_SUN_START_TIME","OMV_THU_END_TIME","OMV_THU_START_TIME","OMV_TUE_END_TIME","OMV_TUE_START_TIME","OMV_WED_END_TIME","OMV_WED_START_TIME","REST_51_PERCENT_FOOD_SALES","SQUARE_FOOTAGE","START_DATE","MULTIPLE_START_DATES","START_HOURS_CONC_POUR_MON_SAT","START_HOURS_NEAR_HOME_FRI_SAT","START_HOURS_NEAR_HOME_SUN_THUR","START_HOURS_NOT_NEAR_HOME","STATUS","STREET_ADDRESS","ZIPCODE","LATITUDE","LONGITUDE","COUNCIL_DISTRICT","time_diff","in_mon","issue_mon","in_year","issue_year"
"Concrete Pouring","NOVEMBER","Unknown",2016,NA,NA,6,NA,NA,NA,"CBD","2016-11-08",2016-11-03,2016-11-03,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-11-07",FALSE,3,NA,NA,NA,"Expired","WEST AVE","78701",30.26952957,-97.75052242,9,0,"November","November","2016","2016"
"Concrete Pouring","JUNE","Unknown",2015,NA,NA,6,NA,NA,NA,"CBD","2015-06-04",2015-06-02,2015-06-02,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-06-02",FALSE,2,NA,NA,NA,"Expired","2ND ST","78701",30.26594737,-97.74923206,9,0,"June","June","2015","2015"
"Outdoor Music Venue",NA,"Other",2019,NA,85,NA,NA,NA,NA,"CBD",NA,2019-06-07,2019-06-24,"Bryan Walker","01","10","22","10","01","10","22","10","00","10","22","10","22","10","No",16009,NA,FALSE,NA,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26859844,-97.73616058,9,17,"June","June","2019","2019"
"Concrete Pouring","DECEMBER","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-12-05",2019-11-25,2019-11-26,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-12-03",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26602691,-97.74540561,9,1,"November","November","2019","2019"
"Concrete Pouring","MARCH","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-03-08",2014-02-25,2014-02-25,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-03-06",FALSE,19,NA,NA,NA,"Expired","9TH ST","78701",30.26893285,-97.73556223,9,0,"February","February","2014","2014"
"Outdoor Music Venue",NA,"Warehouse",2021,NA,75,NA,NA,NA,NA,"CBD",NA,2021-07-21,2021-09-24,"Bryan Walker","02","16",NA,NA,"02","16","02","16","02","16","02","16","02","16","No",3660,NA,FALSE,NA,NA,NA,NA,"Expired","COLORADO ST","78701",30.26650342,-97.74503163,9,65,"July","September","2021","2021"
"Concrete Pouring","OCTOBER","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-10-06",2022-10-03,2022-10-03,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-05",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"October","October","2022","2022"
"Concrete Pouring","JULY","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD-CURE","2020-07-10",2020-07-08,2020-07-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-07-09",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26578376,-97.75012044,9,0,"July","July","2020","2020"
"Outdoor Music Venue",NA,"Residential",2016,1252,85,NA,NA,NA,NA,"CS",NA,2016-01-06,2016-02-03,"Viktor Auzenne","00","10","22","10","00","10","22","10","22","10","22","10","22","10","No",9387,NA,FALSE,NA,NA,NA,NA,"Expired","SAN ANTONIO ST","78705",30.28842893,-97.74216503,9,28,"January","February","2016","2016"
"Advertising Sound Amplification","MARCH","Other",2011,NA,NA,NA,19,19,NA,"CS","2011-03-19",2011-02-24,2011-03-22,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-03-16",FALSE,NA,11,11,NA,"Expired","GUADALUPE ST","78705",30.30093305,-97.73895448,9,25.9583333333333,"February","March","2011","2011"
"Private Sound Amplification","JULY","Residential",2021,NA,70,NA,NA,22,NA,"GR-V","2021-08-06",2021-07-07,2021-07-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-07-08",FALSE,NA,NA,20,NA,"Expired","LAMAR BLVD","78704",30.25571158,-97.7625396,9,1,"July","July","2021","2021"
"Advertising Sound Amplification","AUGUST","Other",2014,NA,85,NA,NA,NA,0,"PUD","2014-08-23",2014-07-11,2014-07-28,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-23",FALSE,NA,NA,NA,16,"Expired","CONGRESS AVE","78704",30.25882293,-97.74400192,9,17,"July","July","2014","2014"
"Outdoor Music Venue",NA,"Other",2011,100,70,NA,NA,NA,NA,"CS-1",NA,2011-02-17,2011-06-22,"Clara Hilling","22","10","22","10","22","10","22","10","22","10","22","10","22","10","No",1000,NA,FALSE,NA,NA,NA,NA,"Expired","FRUTH ST","78705",30.29549352,-97.74170597,9,124.958333333333,"February","June","2011","2011"
"Concrete Pouring","SEPTEMBER","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-09-11",2014-08-20,2014-08-20,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-08",FALSE,1,NA,NA,NA,"Expired","5TH ST","78701",30.26647782,-97.74022892,9,0,"August","August","2014","2014"
"Concrete Pouring","APRIL","Unknown",2016,NA,NA,2,NA,NA,NA,"CBD","2016-05-01",2016-04-27,2016-05-10,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-04-28",FALSE,19,NA,NA,NA,"Expired","7TH ST","78701",30.2687184,-97.7420857,9,13,"April","May","2016","2016"
"Concrete Pouring","MARCH","Unknown",2021,NA,NA,6,NA,NA,NA,"CBD","2021-03-31",2021-03-29,2021-03-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-03-30",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,1,"March","March","2021","2021"
"Concrete Pouring","JULY","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-07-06",2022-07-01,2022-07-01,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-05",FALSE,0,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26456529,-97.74248867,9,0,"July","July","2022","2022"
"Outdoor Music Venue",NA,"Other",2011,715,85,NA,NA,NA,NA,"PUD",NA,2011-09-29,2011-11-03,"Clara Hilling","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",10000,NA,FALSE,NA,NA,NA,NA,"Expired","MUELLER BLVD","78723",30.29720616,-97.7073439,9,35,"September","November","2011","2011"
"Concrete Pouring","SEPTEMBER","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-09-30",2020-09-28,2020-09-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-09-29",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26675694,-97.74451154,9,0,"September","September","2020","2020"
"Public Sound Amplification","FEBRUARY","Other",2015,NA,75,NA,17,NA,NA,"GR","2015-02-21",2015-02-19,2015-02-20,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-21",FALSE,NA,15,NA,NA,"Expired","EMBASSY DR","78702",30.26713049,-97.7322648,1,1,"February","February","2015","2015"
"Outdoor Music Venue",NA,"Residential",2022,NA,80,NA,NA,NA,NA,"SF-3-H-NP",NA,2022-03-03,2022-05-09,"Bryan Walker","23","10","22","10","23","10","22","10","22","10","22","10","22","10","No",2700,NA,FALSE,NA,NA,NA,NA,"Expired","35TH ST","78703",30.31208043,-97.77440557,10,66.9583333333333,"March","May","2022","2022"
"Concrete Pouring","AUGUST","Unknown",2021,NA,NA,7,NA,NA,NA,"CBD","2021-08-26",2021-08-23,2021-08-23,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-08-25",FALSE,0,NA,NA,NA,"Expired","5TH ST","78701",30.26763064,-97.74596464,9,0,"August","August","2021","2021"
"Outdoor Music Venue",NA,"Other",2020,NA,85,NA,NA,NA,NA,"CBD-CURE",NA,2020-09-04,2021-05-01,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26612527,-97.75178107,9,239,"September","May","2020","2021"
"Concrete Pouring","MAY","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-05-15",2019-05-13,2019-05-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-05-14",FALSE,0,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26289901,-97.74155753,9,0,"May","May","2019","2019"
"Outdoor Music Venue",NA,"Other",2013,469,70,NA,NA,NA,NA,"CBD",NA,2013-09-09,2014-02-13,"Viktor Auzenne","23","12","22","12","23","12","15","12","22","12","22","12","22","12","Yes",8600,NA,FALSE,NA,NA,NA,NA,"Expired","2ND ST","78701",30.2632805,-97.74097381,9,157.041666666667,"September","February","2013","2014"
"Outdoor Music Venue",NA,"6th",2016,NA,85,NA,NA,NA,NA,"CBD",NA,2016-09-26,2017-02-14,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",2700,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.2670305,-97.73981484,9,141.041666666667,"September","February","2016","2017"
"Concrete Pouring","NOVEMBER","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-11-11",2022-11-02,2022-11-04,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-10",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,2,"November","November","2022","2022"
"Concrete Pouring","APRIL","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-04-04",2023-04-03,2023-04-03,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-04",FALSE,0,NA,NA,NA,"Expired","RIVER ST","78701",30.25779098,-97.73853596,9,0,"April","April","2023","2023"
"Concrete Pouring","DECEMBER","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-12-04",2019-11-21,2019-11-21,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-12-02",FALSE,1,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26080367,-97.73886053,9,0,"November","November","2019","2019"
"Outdoor Music Venue",NA,"6th",2021,NA,85,NA,NA,NA,NA,"CBD",NA,2021-12-29,2022-02-28,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26689113,-97.73958729,9,61,"December","February","2021","2022"
"Concrete Pouring","FEBRUARY","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-02-08",2022-02-04,2022-02-04,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-07",FALSE,3,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"February","February","2022","2022"
"Outdoor Music Venue",NA,"Residential",2017,NA,70,NA,NA,NA,NA,"CS",NA,2017-03-07,2017-04-18,"Bryan Walker","22","10","21","10","22","10","21","10","21","10","21","10","21","10","Yes",1200,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78704",30.25034032,-97.7491492,9,41.9583333333333,"March","April","2017","2017"
"Outdoor Music Venue",NA,"Other",2014,197,75,NA,NA,NA,NA,"CBD",NA,2014-02-04,2014-03-03,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",324,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25876324,-97.73846864,9,27,"February","March","2014","2014"
"Concrete Pouring","APRIL","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-04-28",2014-04-24,2014-04-24,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-04-26",FALSE,2,NA,NA,NA,"Expired","DAVIS ST","78701",30.26010285,-97.73921438,9,0,"April","April","2014","2014"
"Concrete Pouring","JULY","Unknown",2015,NA,NA,6,NA,NA,NA,"P","2015-07-05",2015-07-01,2015-07-01,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-07-02",FALSE,1,NA,NA,NA,"Expired","RED RIVER ST","78712",30.27643109,-97.73438129,9,0,"July","July","2015","2015"
"Outdoor Music Venue",NA,"Other",2011,119,70,NA,NA,NA,NA,"NBG-NP",NA,2011-03-24,2011-06-29,"Clara Hilling","22",NA,"20",NA,"22",NA,"20",NA,"20",NA,"20",NA,"20",NA,"Yes",1783,NA,FALSE,NA,NA,NA,NA,"Expired","STONELAKE BLVD","78759",30.38514788,-97.73850323,7,97,"March","June","2011","2011"
"Concrete Pouring","JULY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-07-18",2023-07-17,2023-07-17,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-18",FALSE,0,NA,NA,NA,"Expired","RIVER ST","78701",30.25779098,-97.73853596,9,0,"July","July","2023","2023"
"Concrete Pouring","SEPTEMBER","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-09-02",2022-08-31,2022-08-31,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-09-01",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"August","August","2022","2022"
"Concrete Pouring","AUGUST","Unknown",2016,NA,NA,6,NA,NA,NA,"CBD","2016-08-19",2016-08-15,2016-08-15,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-08-16",FALSE,2,NA,NA,NA,"Expired","2ND ST","78701",30.26594737,-97.74923206,9,0,"August","August","2016","2016"
"Advertising Sound Amplification","JUNE","Other",2013,NA,85,NA,NA,14,NA,"GR","2013-06-13",2013-06-11,2013-06-11,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-06-13",FALSE,NA,NA,11,NA,"Expired","SB MOPAC EXPY SVRD","78759",30.40966058,-97.71555813,7,0,"June","June","2013","2013"
"Outdoor Music Venue",NA,"Other",2014,450,85,NA,NA,NA,NA,"CBD",NA,2014-02-13,2014-03-07,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",4200,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26988785,-97.75028629,9,22,"February","March","2014","2014"
"Concrete Pouring","OCTOBER","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD-CURE","2020-10-10",2020-10-02,2020-10-02,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-08",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26578376,-97.75012044,9,0,"October","October","2020","2020"
"Outdoor Music Venue",NA,"Residential",2022,NA,80,NA,NA,NA,NA,"TOD",NA,2022-12-09,2022-12-27,"Bryan Walker","00","10","22","10","00","10","22","10","22","10","22","10","22","10","No",2100,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78702",30.26202979,-97.72258671,3,18,"December","December","2022","2022"
"Outdoor Music Venue",NA,"Other",2015,400,85,NA,NA,NA,NA,"CS-1",NA,2015-09-02,2015-10-06,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2879,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78702",30.26350974,-97.72692223,3,34,"September","October","2015","2015"
"Concrete Pouring","JANUARY","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-01-05",2019-01-03,2019-01-03,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-01-04",FALSE,0,NA,NA,NA,"Expired","6TH ST","78701",30.26873118,-97.74435087,9,0,"January","January","2019","2019"
"Outdoor Music Venue",NA,"Other",2011,36,85,NA,NA,NA,NA,"GR",NA,2011-05-03,2011-06-01,"Clara Hilling","22",NA,"20",NA,"22",NA,"20",NA,"20",NA,"20",NA,"20",NA,"Yes",1560,NA,FALSE,NA,NA,NA,NA,"Expired","SB IH 35 SVRD","78704",30.23798453,-97.73942291,9,29,"May","June","2011","2011"
"Advertising Sound Amplification","MARCH","Other",2014,NA,85,NA,NA,NA,22,"CBD","2014-03-22",2014-02-21,2014-03-21,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-03-22",FALSE,NA,NA,NA,12,"Expired","RAINEY ST","78701",30.25839263,-97.73904571,9,27.9583333333333,"February","March","2014","2014"
"Concrete Pouring","JANUARY","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-02-02",2018-01-30,2018-01-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-01-31",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26748758,-97.74664336,9,0,"January","January","2018","2018"
"Outdoor Music Venue",NA,"Residential",2020,NA,80,NA,NA,NA,NA,"CS-1-NCCD-NP",NA,2020-01-15,2021-04-02,"Bryan Walker","00","10","22","10","00","10","22","10","22","10","22","10","22","10","No",19800,NA,FALSE,NA,NA,NA,NA,"Expired","11TH ST","78702",30.26914855,-97.72843983,1,442.958333333333,"January","April","2020","2021"
"Outdoor Music Venue",NA,"6th",2014,1,85,NA,NA,NA,NA,"CBD",NA,2014-12-19,2015-01-09,"Viktor Auzenne","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26668013,-97.73881034,9,21,"December","January","2014","2015"
"Concrete Pouring","FEBRUARY","Unknown",2014,NA,NA,12,NA,NA,NA,"CBD","2014-02-24",2014-02-21,2014-02-21,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-02-22",FALSE,2,NA,NA,NA,"Expired","DAVIS ST","78701",30.26010285,-97.73921438,9,0,"February","February","2014","2014"
"Outdoor Music Venue",NA,"Residential",2021,NA,80,NA,NA,NA,NA,"CBD",NA,2021-12-13,2022-03-07,"Bryan Walker","22","10","20","10","22","10","20","10","20","10","20","10","20","10","No",2049,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.27020584,-97.74968842,9,84,"December","March","2021","2022"
"Concrete Pouring","MARCH","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD-CURE","2020-03-25",2020-03-20,2020-03-20,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-03-23",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26578376,-97.75012044,9,0,"March","March","2020","2020"
"Concrete Pouring","JULY","Unknown",2016,NA,NA,6,NA,NA,NA,"CBD","2016-07-29",2016-07-25,2016-07-25,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-26",FALSE,2,NA,NA,NA,"Expired","2ND ST","78701",30.26594737,-97.74923206,9,0,"July","July","2016","2016"
"Advertising Sound Amplification","OCTOBER","Other",2014,NA,85,NA,23,NA,NA,"GR","2014-10-17",2014-10-06,2014-10-07,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-17",FALSE,NA,20,NA,NA,"Expired","OAKLAND AVE","78703",30.27302091,-97.76110904,9,1,"October","October","2014","2014"
"Concrete Pouring","FEBRUARY","Unknown",2021,NA,NA,7,NA,NA,NA,"CBD","2021-02-11",2021-02-09,2021-02-09,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-02-10",FALSE,0,NA,NA,NA,"Expired","5TH ST","78701",30.26763064,-97.74596464,9,0,"February","February","2021","2021"
"Private Sound Amplification","MARCH","Other",2011,NA,NA,NA,NA,NA,22,"CBD","2011-03-15",2011-02-28,2011-03-22,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-03-14",FALSE,NA,NA,NA,18,"Expired","6TH ST","78703",30.27121145,-97.75223126,9,21.9583333333333,"February","March","2011","2011"
"Outdoor Music Venue",NA,"Other",2013,71,70,NA,NA,NA,NA,"CS-V-NCCD-NP",NA,2013-03-19,2013-10-15,"Viktor Auzenne","22","10","20","10","22","10","20","10","20","10","20","10","20","10","Yes",1500,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78704",30.2492021,-97.74944259,9,210,"March","October","2013","2013"
"Outdoor Music Venue",NA,"Other",2015,233,75,NA,NA,NA,NA,"CBD",NA,2015-01-15,2015-03-05,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2500,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25939386,-97.73823626,9,49,"January","March","2015","2015"
"Outdoor Music Venue",NA,"6th",2014,1,85,NA,NA,NA,NA,"CBD",NA,2014-03-05,2014-04-07,"Viktor Auzenne","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26666817,-97.73876313,9,32.9583333333333,"March","April","2014","2014"
"Concrete Pouring","MAY","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-05-18",2014-05-14,2014-05-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-05-15",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26586964,-97.74483634,9,0,"May","May","2014","2014"
"Concrete Pouring","MARCH","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-03-31",2023-03-28,2023-03-29,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-31",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,1,"March","March","2023","2023"
"Concrete Pouring","AUGUST","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD","2020-08-16",2020-08-13,2020-08-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-08-15",FALSE,0,NA,NA,NA,"Expired","EAST AVE","78701",30.25594069,-97.73893318,9,1,"August","August","2020","2020"
"Concrete Pouring","MAY","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-05-31",2014-05-28,2014-05-28,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-05-29",FALSE,1,NA,NA,NA,"Expired","5TH ST","78701",30.26647782,-97.74022892,9,0,"May","May","2014","2014"
"Advertising Sound Amplification","MARCH","Other",2013,NA,85,NA,NA,NA,0,"PUD","2013-03-16",2013-01-30,2013-04-02,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-03-15",TRUE,NA,NA,NA,14,"Expired","CONGRESS AVE","78704",30.25882293,-97.74400192,9,61.9583333333333,"January","April","2013","2013"
"Concrete Pouring","JUNE","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-06-02",2023-06-01,2023-06-01,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-06-02",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"June","June","2023","2023"
"Private Sound Amplification","JUNE","Residential",2018,NA,85,NA,NA,15,NA,"CS-MU-CO-NP","2018-06-17",2018-06-13,2018-06-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-06-17",FALSE,NA,NA,10,NA,"Expired","SB IH 35 SVRD","78752",30.33759555,-97.70266145,4,0,"June","June","2018","2018"
"Concrete Pouring","OCTOBER","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-10-08",2017-10-05,2017-10-05,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-06",FALSE,2,NA,NA,NA,"Expired","RAINEY ST","78701",30.25839263,-97.73904571,9,0,"October","October","2017","2017"
"Concrete Pouring","JANUARY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2024-01-03",2023-12-31,2024-01-02,"Brian Block",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-02",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,2,"December","January","2023","2024"
"Outdoor Music Venue",NA,"Other",2021,NA,75,NA,NA,NA,NA,"CBD",NA,2021-07-15,2021-08-20,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2000,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25876324,-97.73846864,9,36,"July","August","2021","2021"
"Outdoor Music Venue",NA,"6th",2017,NA,85,NA,NA,NA,NA,"CBD",NA,2017-01-13,2017-03-06,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",4168,NA,FALSE,NA,NA,NA,NA,"Expired","7TH ST","78701",30.26713044,-97.73632998,9,52,"January","March","2017","2017"
